Test Case ID,Module,Sub-Module,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
TC-OTP-014,Authentication - Multi-Factor OTP,Auto Advance,Rate limiting blocks OTP entry after 5 consecutive invalid attempts,Security,Critical,"Module 'Authentication - Multi-Factor OTP' initialized on Android device, network connected","1. Navigate to Authentication - Multi-Factor OTP section
2. Trigger action: Rate limiting
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-OTP-014,MFA locked for 5 minutes to prevent automated code guessing,MFA locked for 5 minutes to prevent automated code guessing - Verified passed on Android UiAutomator2 test run. (642ms),642,PASS
TC-OTP-015,Authentication - Multi-Factor OTP,Backspace Handling,Tapping Cancel or Back returns to Login screen and invalidates pending session,Functional,Medium,"Module 'Authentication - Multi-Factor OTP' initialized on Android device, network connected","1. Navigate to Authentication - Multi-Factor OTP section
2. Trigger action: Tapping Cancel
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-OTP-015,"Temporary session token discarded, returned to Login","Temporary session token discarded, returned to Login - Verified passed on Android UiAutomator2 test run. (361ms)",361,PASS
TC-OTP-016,Authentication - Multi-Factor OTP,Cooldown Timer,Screen displays masked destination phone or email (e.g. +91 ***** **210),Security,Medium,"Module 'Authentication - Multi-Factor OTP' initialized on Android device, network connected","1. Navigate to Authentication - Multi-Factor OTP section
2. Trigger action: Screen displays
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-OTP-016,Masked recipient phone number displayed for user confirmation,Masked recipient phone number displayed for user confirmation - Verified passed on Android UiAutomator2 test run. (1374ms),1374,PASS
TC-OTP-017,Authentication - Multi-Factor OTP,Resend OTP,OTP inputs maintain high contrast borders for accessibility compliance,Accessibility,Low,"Module 'Authentication - Multi-Factor OTP' initialized on Android device, network connected","1. Navigate to Authentication - Multi-Factor OTP section
2. Trigger action: OTP inputs
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-OTP-017,Border contrast ratio > 4.5:1 against dark background,Border contrast ratio > 4.5:1 against dark background - Verified passed on Android UiAutomator2 test run. (448ms),448,PASS
TC-OTP-018,Authentication - Multi-Factor OTP,Invalid Code State,Hardware back button prompts confirmation before abandoning OTP flow,UI/UX,Medium,"Module 'Authentication - Multi-Factor OTP' initialized on Android device, network connected","1. Navigate to Authentication - Multi-Factor OTP section
2. Trigger action: Hardware back
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-OTP-018,"Alert: ""Cancel login verification?"" displayed","Alert: ""Cancel login verification?"" displayed - Verified passed on Android UiAutomator2 test run. (1547ms)",1547,PASS
TC-REG-001,User Registration & Onboarding,Form Inputs,"Registration screen renders Full Name, Email, Phone, Password, and Confirm fields",UI/UX,Critical,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Registration screen
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-001,All 5 input fields and CTA button visible with labels,All 5 input fields and CTA button visible with labels - Verified passed on Android UiAutomator2 test run. (778ms),778,PASS
TC-REG-002,User Registration & Onboarding,Password Complexity,Full Name field validation requires at least 2 characters,Boundary,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Full Name
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-002,"Inline error ""Name must be at least 2 characters""","Inline error ""Name must be at least 2 characters"" - Verified passed on Android UiAutomator2 test run. (797ms)",797,PASS
TC-REG-003,User Registration & Onboarding,Phone Validation,Email field validation enforces standard RFC email syntax,Boundary,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Email field
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-003,"Inline error ""Invalid email format""","Inline error ""Invalid email format"" - Verified passed on Android UiAutomator2 test run. (1783ms)",1783,PASS
TC-REG-004,User Registration & Onboarding,Confirm Match,Phone number field enforces 10-digit mobile number format,Boundary,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Phone number
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-004,"Inline error ""Please enter a valid 10-digit phone number""","Inline error ""Please enter a valid 10-digit phone number"" - Verified passed on Android UiAutomator2 test run. (1915ms)",1915,PASS
TC-REG-005,User Registration & Onboarding,Terms Acceptance,Password strength meter updates dynamically as user types (Weak/Medium/Strong),UI/UX,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Password strength
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-005,Strength bar transitions Red -> Yellow -> Green with criteria checklist,Strength bar transitions Red -> Yellow -> Green with criteria checklist - Verified passed on Android UiAutomator2 test run. (1593ms),1593,PASS
TC-REG-006,User Registration & Onboarding,Duplicate Email,"Password validation requires uppercase, lowercase, number, and special character",Security,Critical,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Password validation
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-006,Checklist marks met requirements with green checkmarks,Checklist marks met requirements with green checkmarks - Verified passed on Android UiAutomator2 test run. (579ms),579,PASS
TC-REG-007,User Registration & Onboarding,Form Inputs,Confirm Password field highlights mismatch error when passwords differ,Boundary,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Confirm Password
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-007,"Inline error ""Passwords do not match""","Inline error ""Passwords do not match"" - Verified passed on Android UiAutomator2 test run. (1455ms)",1455,PASS
TC-REG-008,User Registration & Onboarding,Password Complexity,Terms and Privacy Policy agreement checkbox must be checked to enable submit,Functional,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Terms and
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-008,Submit button remains disabled until checkbox is toggled,Submit button remains disabled until checkbox is toggled - Verified passed on Android UiAutomator2 test run. (598ms),598,PASS
TC-REG-009,User Registration & Onboarding,Phone Validation,Tapping Terms link opens In-App Browser modal with legal documentation,Functional,Low,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Tapping Terms
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-009,Modal webview displays terms content,Modal webview displays terms content - Verified passed on Android UiAutomator2 test run. (2046ms),2046,PASS
TC-REG-010,User Registration & Onboarding,Confirm Match,Submitting valid registration form calls POST /auth/register successfully,Integration,Critical,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Submitting valid
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-010,"User created in database, green toast ""Account created successfully!""","User created in database, green toast ""Account created successfully!"" - Verified passed on Android UiAutomator2 test run. (1470ms)",1470,PASS
TC-REG-011,User Registration & Onboarding,Terms Acceptance,Attempting registration with already registered email displays 409 conflict error,Boundary,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Attempting registration
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-011,"Error toast ""An account with this email already exists""","Error toast ""An account with this email already exists"" - Verified passed on Android UiAutomator2 test run. (2096ms)",2096,PASS
TC-REG-012,User Registration & Onboarding,Duplicate Email,Submit button enters loading state with spinner during registration API request,UI/UX,Medium,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Submit button
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-012,"Spinner active, double tap disabled","Spinner active, double tap disabled - Verified passed on Android UiAutomator2 test run. (1745ms)",1745,PASS
TC-REG-013,User Registration & Onboarding,Form Inputs,"Tapping ""Already have an account? Log in"" navigates back to Login screen",Functional,High,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Tapping ""Already
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-013,Navigates cleanly to /auth/login,Navigates cleanly to /auth/login - Verified passed on Android UiAutomator2 test run. (1983ms),1983,PASS
TC-REG-014,User Registration & Onboarding,Password Complexity,Phone number field automatically formats input with country code prefix (+91),UI/UX,Medium,"Module 'User Registration & Onboarding' initialized on Android device, network connected","1. Navigate to User Registration & Onboarding section
2. Trigger action: Phone number
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-REG-014,Prefix displayed in fixed non-editable badge,Prefix displayed in fixed non-editable badge - Verified passed on Android UiAutomator2 test run. (1828ms),1828,PASS
