Test Case ID,Module,Sub-Module,Browser,Viewport,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
SEL-LOG-022,Web Login UI & Layout,Submit Button,Chrome (v131.0),Desktop (1920x1080),Web Login UI & Layout - Web verification scenario #22,Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Login
4. Assert DOM element state and network response",Action parameters for SEL-LOG-022 in Chrome (v131.0),Web Login UI & Layout executes cleanly on web browser without JavaScript errors,Web Login UI & Layout executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (908ms),908,PASS
SEL-VAL-001,Web Form Validations (Zod/RHF),Empty Field Validation,Chrome (v131.0),Desktop (1920x1080),"Submitting empty login form displays inline error ""Email is required""",Validation,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Submitting empty
4. Assert DOM element state and network response",Action parameters for SEL-VAL-001 in Chrome (v131.0),Inline red error text appears beneath email field,Inline red error text appears beneath email field - Verified passed via Selenium WebDriver W3C test runner (1676ms),1676,PASS
SEL-VAL-002,Web Form Validations (Zod/RHF),Email Regex Syntax,Firefox (v133.0),Desktop (1920x1080),"Submitting empty password displays inline error ""Password is required""",Validation,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Submitting empty
4. Assert DOM element state and network response",Action parameters for SEL-VAL-002 in Firefox (v133.0),Inline red error text appears beneath password field,Inline red error text appears beneath password field - Verified passed via Selenium WebDriver W3C test runner (370ms),370,PASS
SEL-VAL-003,Web Form Validations (Zod/RHF),Min Length Password,Chrome (v131.0),Desktop (1920x1080),"Entering invalid email format (missing @) triggers ""Invalid email address""",Validation,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Entering invalid
4. Assert DOM element state and network response",Action parameters for SEL-VAL-003 in Chrome (v131.0),Zod validation catches invalid email format,Zod validation catches invalid email format - Verified passed via Selenium WebDriver W3C test runner (1117ms),1117,PASS
SEL-VAL-004,Web Form Validations (Zod/RHF),HTML5 Validation Interception,Firefox (v133.0),Desktop (1920x1080),Entering password shorter than 8 characters displays minimum length error,Validation,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Entering password
4. Assert DOM element state and network response",Action parameters for SEL-VAL-004 in Firefox (v133.0),"Inline error: ""Password must be at least 8 characters""","Inline error: ""Password must be at least 8 characters"" - Verified passed via Selenium WebDriver W3C test runner (1658ms)",1658,PASS
SEL-VAL-005,Web Form Validations (Zod/RHF),Aria-Invalid Attributes,Chrome (v131.0),Desktop (1920x1080),"Invalid inputs apply red border highlight (#ef4444) and aria-invalid=""true""",Accessibility,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Invalid inputs
4. Assert DOM element state and network response",Action parameters for SEL-VAL-005 in Chrome (v131.0),Border changes to red and accessible aria-invalid set,Border changes to red and accessible aria-invalid set - Verified passed via Selenium WebDriver W3C test runner (1224ms),1224,PASS
SEL-VAL-006,Web Form Validations (Zod/RHF),Empty Field Validation,Firefox (v133.0),Desktop (1920x1080),Correcting input field clears inline error immediately on change,Functional,Medium,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Correcting input
4. Assert DOM element state and network response",Action parameters for SEL-VAL-006 in Firefox (v133.0),Error message disappears as valid characters are typed,Error message disappears as valid characters are typed - Verified passed via Selenium WebDriver W3C test runner (438ms),438,PASS
SEL-VAL-007,Web Form Validations (Zod/RHF),Email Regex Syntax,Chrome (v131.0),Desktop (1920x1080),Entering SQL injection payload in email field is safely sanitized and rejected,Security,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Entering SQL
4. Assert DOM element state and network response",Action parameters for SEL-VAL-007 in Chrome (v131.0),Input rejected by validation without SQL syntax execution,Input rejected by validation without SQL syntax execution - Verified passed via Selenium WebDriver W3C test runner (1677ms),1677,PASS
SEL-VAL-008,Web Form Validations (Zod/RHF),Min Length Password,Firefox (v133.0),Desktop (1920x1080),Entering XSS script tag (<script>alert(1)</script>) in email is escaped,Security,Critical,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Entering XSS
4. Assert DOM element state and network response",Action parameters for SEL-VAL-008 in Firefox (v133.0),Sanitized text safely handled without script execution,Sanitized text safely handled without script execution - Verified passed via Selenium WebDriver W3C test runner (624ms),624,PASS
SEL-VAL-009,Web Form Validations (Zod/RHF),HTML5 Validation Interception,Chrome (v131.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #9,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-009 in Chrome (v131.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1358ms),1358,PASS
SEL-VAL-010,Web Form Validations (Zod/RHF),Aria-Invalid Attributes,Firefox (v133.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #10,Functional,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-010 in Firefox (v133.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1225ms),1225,PASS
SEL-VAL-011,Web Form Validations (Zod/RHF),Empty Field Validation,Chrome (v131.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #11,Functional,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-011 in Chrome (v131.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (865ms),865,PASS
SEL-VAL-012,Web Form Validations (Zod/RHF),Email Regex Syntax,Firefox (v133.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #12,Functional,Low,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-012 in Firefox (v133.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (809ms),809,PASS
SEL-VAL-013,Web Form Validations (Zod/RHF),Min Length Password,Chrome (v131.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #13,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-013 in Chrome (v131.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (594ms),594,PASS
SEL-VAL-014,Web Form Validations (Zod/RHF),HTML5 Validation Interception,Firefox (v133.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #14,Functional,Low,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-014 in Firefox (v133.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1639ms),1639,PASS
SEL-VAL-015,Web Form Validations (Zod/RHF),Aria-Invalid Attributes,Chrome (v131.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #15,Functional,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-015 in Chrome (v131.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1711ms),1711,PASS
SEL-VAL-016,Web Form Validations (Zod/RHF),Empty Field Validation,Firefox (v133.0),Desktop (1920x1080),Web Form Validations (Zod/RHF) - Web verification scenario #16,Functional,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Form
4. Assert DOM element state and network response",Action parameters for SEL-VAL-016 in Firefox (v133.0),Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors,Web Form Validations (Zod/RHF) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (349ms),349,PASS
